order_id,user_id,amount,quantity,created_at,status
A0177,0003,45.53,6,2025-10-25T03:33:00Z,PAID
A2905,0807,,,2025-04-27T14:02:00Z,paid
A0246,0839,442.64,,2025-01-24T11:55:00Z,refunded
A1336,0102,408.26,3,2025-01-30T12:59:00Z,PAID
A3686,0788,192.46,7,2025-08-25T22:31:00Z,Paid
A1535,0235,112.14,3,2025-08-05T10:02:00Z,refunded
A0928,0235,294.02,5,,refund
A4143,0501,354.16,2,2025-08-08T17:30:00Z,refunded
A3850,0937,15.68,6,2025-12-15T05:28:00Z,refund
A3477,0165,,4,2025-04-06T20:13:00Z,paid
A4379,0128,473.94,,2025-09-13T08:30:00Z,refunded
A1094,0923,318.96,3,,Refunded
A2480,0493,284.97,7,2025-02-05T06:48:00Z,
A0640,0884,,,,PAID
A1044,0336,94.82,,2025-11-18T00:00:00Z,
A2110,0777,311.92,9,2025-11-21T22:49:00Z,Pending
A2795,0341,190.48,7,2025-03-20T08:45:00Z,paid
A4124,0371,313.7,4,2025-02-03T15:22:00Z,Paid
A4494,0260,360.67,2,2025-07-05T05:36:00Z,
A3286,0691,430.35,3,2025-01-06T19:29:00Z,Pending
A4406,0198,115.92,3,2025-07-20T22:36:00Z,paid
A3589,0583,477.27,5,2025-06-10T01:19:00Z,PAID
A0779,0538,66.06,5,2025-04-29T01:54:00Z,Refunded
A3773,0726,368.69,6,2025-12-07T20:35:00Z,refund
A3122,0207,,2,2025-08-07T20:17:00Z,Paid
A0842,0493,163.31,5,,PAID
A2801,0980,254.92,4,2025-03-03T17:14:00Z,Paid
A2889,0862,326.19,2,,refund
A3272,0590,247.16,1,2025-07-22T15:38:00Z,Paid
A0486,0866,288.15,4,2025-04-05T09:37:00Z,PAID
A3984,0056,10.76,3,2025-06-05T00:36:00Z,Pending
A4740,0048,,2,2025-03-03T01:54:00Z,paid
A1268,0349,253.77,1,2025-10-12T03:01:00Z,paid
A4510,0092,,6,2025-04-12T22:19:00Z,PAID
A1605,0121,468.66,8,2025-12-19T06:02:00Z,Paid
A0958,0831,,4,2025-06-07T22:03:00Z,PAID
A4688,0731,183.23,6,2025-01-13T21:15:00Z,refund
A2970,0748,,8,2025-11-12T16:34:00Z,paid
A0021,0220,397.76,2,2025-06-12T05:17:00Z,refunded
A0175,0381,261.42,3,2025-04-19T23:26:00Z,refunded
A3785,0312,7.29,8,,PAID
A2365,0809,433.17,4,2025-01-28T11:14:00Z,paid
A1405,0807,374.95,2,2025-05-18T20:27:00Z,PAID
A2616,0458,140.03,2,2025-11-27T11:35:00Z,paid
A0584,0084,21.38,3,2025-10-26T08:28:00Z,Paid
A3671,0424,,1,2025-10-09T10:32:00Z,Pending
A4979,0745,63.53,2,2025-01-21T10:06:00Z,refund
A1461,0208,,2,2025-10-27T07:47:00Z,Pending
A4914,0365,364.33,6,,Pending
A0996,0737,142.93,1,,PAID
A0505,0824,32.77,5,,Paid
A4305,0041,378.59,,2025-09-06T08:59:00Z,Refunded
A0683,0954,57.93,8,2025-04-04T03:03:00Z,Refunded
A4839,0807,,6,2025-04-01T10:20:00Z,Refunded
A4784,0627,,,2025-10-01T20:58:00Z,refund
A2324,0486,60.01,9,2025-10-10T20:56:00Z,refunded
A2109,0187,268.46,,,paid
A2680,0486,262.49,,2025-10-18T02:06:00Z,Paid
A3481,0263,118.67,3,2025-04-21T09:09:00Z,Pending
A0582,0950,410.12,5,2025-10-05T07:22:00Z,Refunded
A0959,0834,431.8,5,2025-08-20T01:49:00Z,PAID
A1774,0222,479.09,,2025-12-04T01:21:00Z,refunded
A1289,0036,107.64,8,2025-08-03T18:09:00Z,paid
A3886,0255,61.97,9,2025-06-04T03:06:00Z,PAID
A4145,0100,60.85,8,2025-12-21T21:30:00Z,Pending
A2369,0987,220.1,7,,Pending
A0487,0302,83.05,8,2025-05-07T22:23:00Z,PAID
A2444,0730,175.66,4,2025-10-18T00:19:00Z,PAID
A4678,0562,299.15,8,2025-10-05T11:36:00Z,refunded
A3442,0611,,8,2025-06-20T16:16:00Z,refunded
A4423,0489,266.68,,2025-04-17T16:28:00Z,paid
A4203,0367,20.62,,2025-11-16T19:15:00Z,refunded
A2548,0586,435.09,3,2025-08-03T05:41:00Z,refund
A4222,0049,349.03,8,2025-02-05T02:12:00Z,Refunded
A3085,0503,400.29,,2025-01-24T15:46:00Z,refunded
A1381,0036,,7,2025-10-11T02:29:00Z,paid
A2200,0044,394.05,3,2025-11-29T11:25:00Z,refund
A4327,0271,160.77,6,2025-04-13T01:29:00Z,refunded
A1365,0101,457.23,6,2025-08-31T19:28:00Z,Paid
A1611,0601,355.67,7,2025-06-23T03:40:00Z,PAID
A1264,0309,355.4,2,2025-07-04T06:55:00Z,PAID
A0091,0612,293.28,,2025-05-27T16:46:00Z,refunded
A3927,0015,208.95,9,2025-07-15T01:10:00Z,Paid
A3884,0902,278.26,5,2025-10-01T05:22:00Z,refund
A0144,0686,288.61,3,2025-10-24T11:09:00Z,refunded
A1827,0375,274.6,7,2025-03-05T02:04:00Z,Refunded
A3521,0677,242.62,5,2025-07-09T23:13:00Z,Refunded
A0233,0290,435.87,2,2025-04-16T14:52:00Z,refunded
A1145,0531,432.99,6,2025-09-15T12:59:00Z,refunded
A4652,0764,25.97,8,2025-02-02T14:09:00Z,
A2980,0243,324.76,8,2025-01-13T17:46:00Z,
A4426,0355,221.81,8,2025-03-05T23:02:00Z,refund
A4653,0497,183.14,3,2025-03-21T07:17:00Z,Refunded
A2509,0164,48.46,2,2025-09-19T21:36:00Z,Paid
A0386,0765,207.52,2,,Refunded
A2287,0650,56.67,3,2025-03-09T13:32:00Z,Pending
A2916,0846,461.65,4,2025-11-26T15:35:00Z,Pending
A0349,0316,302.02,,2025-04-21T04:31:00Z,refunded
A3749,0276,188.8,1,2025-07-23T23:52:00Z,
A2264,0115,72.95,8,2025-06-22T09:29:00Z,Paid
A0221,0080,295.16,1,2025-06-21T21:55:00Z,refunded
A3166,0565,334.78,,2025-02-07T11:22:00Z,refunded
A1873,0452,240.88,9,2025-11-30T23:18:00Z,refunded
A0010,0414,227.28,9,2025-02-23T03:03:00Z,refunded
A2187,0640,97.61,,2025-09-26T04:34:00Z,Pending
A2968,0125,383.58,9,,refunded
A0428,0199,432.12,6,2025-09-07T09:21:00Z,refund
A1524,0541,459.04,7,2025-02-24T13:46:00Z,Refunded
A4578,0628,485.23,3,2025-01-22T06:10:00Z,
A1301,0834,183.04,5,2025-06-17T12:25:00Z,Paid
A1108,0809,262.57,1,2025-05-07T06:39:00Z,paid
A2783,0535,391.71,5,2025-03-21T06:41:00Z,Refunded
A0515,0552,261.89,4,2025-03-03T14:32:00Z,
A4745,0043,,6,2025-12-13T18:26:00Z,Paid
A4651,0532,472.29,4,2025-04-22T13:50:00Z,Refunded
A3448,0389,305.67,,2025-01-22T17:28:00Z,Refunded
A2028,0448,141.05,8,2025-02-01T03:37:00Z,refunded
A0572,0206,489.83,1,2025-09-13T17:53:00Z,Paid
A1650,0946,486.44,8,2025-04-16T22:29:00Z,
A2282,0629,87.4,4,,Paid
A1587,0441,97.55,2,2025-01-28T06:25:00Z,Paid
A1446,0455,265.34,8,,paid
A1387,0633,34.16,7,2025-10-19T16:24:00Z,PAID
A0587,0770,233.3,5,2025-09-12T06:15:00Z,refund
A0226,0157,42.11,5,2025-09-30T07:11:00Z,refunded
A4278,0131,127.46,2,2025-07-26T21:32:00Z,paid
A2308,0623,407.2,,2025-09-12T04:52:00Z,Paid
A1068,0836,35.75,7,2025-05-20T01:00:00Z,refunded
A1860,0029,349.39,8,2025-04-06T01:23:00Z,PAID
A3230,0506,265.16,8,2025-05-13T20:19:00Z,Paid
A4866,0601,495.25,2,2025-06-03T11:03:00Z,refunded
A4830,0483,486.58,6,2025-06-12T19:26:00Z,paid
A0229,0379,412.03,9,2025-05-07T02:07:00Z,refunded
A1649,0565,71.59,8,2025-01-17T23:46:00Z,paid
A0484,0100,131.86,,2025-02-11T08:03:00Z,Paid
A2529,0890,201.25,8,2025-06-27T23:23:00Z,refund
A1100,0574,220.46,,,Refunded
A3560,0485,,,2025-01-04T10:20:00Z,paid
A4295,0118,134.61,7,2025-08-10T01:21:00Z,PAID
A0548,0006,76.92,8,2025-05-07T15:34:00Z,paid
A2785,0341,483.25,6,,refund
A3893,0045,275.02,5,2025-06-30T01:12:00Z,Paid
A0129,0513,81.05,2,2025-03-11T19:29:00Z,refunded
A0148,0976,287.85,4,2025-07-26T13:45:00Z,refund
A1653,0896,,1,2025-09-09T17:29:00Z,refund
A2661,0298,24.34,6,2025-08-09T15:19:00Z,Pending
A0195,0963,65.14,1,2025-06-27T16:46:00Z,refunded
A3942,0640,43.54,2,2025-08-13T18:32:00Z,PAID
A1686,0838,151.84,,,Refunded
A4641,0530,469.2,7,2025-01-03T19:45:00Z,Pending
A3220,0476,64.34,9,2025-10-29T10:46:00Z,refund
A4753,0071,282.77,9,2025-06-19T04:06:00Z,Refunded
A4658,0952,276.82,1,2025-01-07T02:41:00Z,paid
A0474,0272,125.46,,2025-07-04T12:33:00Z,refund
A2271,0336,310.38,5,2025-06-29T17:39:00Z,Pending
A1047,0600,95.99,3,2025-04-26T03:37:00Z,refunded
A4952,0462,12.12,1,2025-09-22T12:05:00Z,paid
A1142,0143,315.33,1,2025-03-21T12:57:00Z,Pending
A4347,0313,49.43,6,2025-05-08T13:52:00Z,Pending
A4789,0885,32.0,5,2025-07-15T10:49:00Z,PAID
A3514,0782,125.12,9,,PAID
A1741,0933,173.93,2,2025-03-23T15:43:00Z,PAID
A4073,0888,33.06,,,PAID
A1252,0286,378.8,7,,
A1034,0926,,,2025-01-17T08:38:00Z,paid
A2945,0328,156.37,2,2025-01-18T21:07:00Z,PAID
A2447,0350,406.94,2,2025-04-22T01:40:00Z,refund
A1062,0227,16.28,5,2025-02-05T07:05:00Z,refund
A2789,0037,16.57,7,2025-08-03T00:13:00Z,Paid
A2845,0759,341.35,4,2025-10-21T20:30:00Z,refunded
A3418,0991,425.77,,2025-03-21T07:28:00Z,paid
A2153,0934,463.08,,2025-07-22T00:50:00Z,PAID
A2697,0418,176.43,3,2025-05-19T03:33:00Z,Paid
A1087,0711,461.07,,2025-06-23T06:55:00Z,
A1893,0613,160.57,7,2025-12-17T07:37:00Z,paid
A0718,0197,488.61,1,2025-05-21T14:43:00Z,Refunded
A3812,0125,238.98,4,2025-07-13T11:29:00Z,paid
A2469,0103,265.98,5,2025-07-15T19:56:00Z,Refunded
A4731,0685,411.12,6,2025-04-23T03:03:00Z,refund
A4175,0264,48.74,7,2025-02-18T16:27:00Z,Paid
A3321,0828,80.82,2,2025-07-13T06:20:00Z,Paid
A1415,0953,242.95,1,2025-04-15T15:52:00Z,PAID
A4931,0338,351.93,7,,Paid
A0052,0352,116.61,5,2025-03-08T05:26:00Z,Paid
A0030,0211,,6,2025-05-31T21:27:00Z,Paid
A3240,0614,237.14,,2025-08-21T12:22:00Z,PAID
A2663,0871,332.86,9,2025-03-08T01:15:00Z,
A2484,0809,377.37,4,2025-09-12T02:02:00Z,paid
A1588,0143,12.81,7,,Refunded
A3112,0158,137.46,2,2025-04-15T03:52:00Z,Paid
A0432,0558,,6,2025-07-14T16:07:00Z,Pending
A2274,0765,160.1,2,2025-05-24T16:46:00Z,Pending
A0198,0305,199.94,3,2025-05-07T17:26:00Z,refund
A1874,0117,136.76,6,2025-11-17T06:11:00Z,
A2544,0310,83.51,2,2025-05-13T00:37:00Z,paid
A4863,0331,23.07,9,2025-02-04T10:48:00Z,Refunded
A3696,0035,178.71,9,2025-05-15T05:18:00Z,PAID
A1109,0612,226.86,2,2025-01-05T05:27:00Z,refund
A2392,0231,133.51,9,2025-07-07T17:43:00Z,
A1549,0608,97.62,,2025-04-14T23:22:00Z,PAID
A0727,0893,366.51,7,2025-01-20T10:33:00Z,Pending
A2038,0980,372.67,3,2025-11-06T21:34:00Z,Pending
A1912,0436,232.61,2,2025-12-18T04:43:00Z,
A2759,0993,,5,2025-09-16T23:14:00Z,PAID
A2300,0863,70.4,1,,Pending
A1595,0450,49.1,7,2025-01-24T16:57:00Z,paid
A2227,0051,386.98,4,2025-03-07T19:16:00Z,Paid
A2976,0866,147.49,5,2025-03-16T05:07:00Z,refunded
A2483,0146,81.21,2,2025-05-16T22:42:00Z,paid
A4023,0773,419.42,5,2025-06-16T20:16:00Z,refund
A0147,0118,111.61,4,2025-09-28T22:02:00Z,refunded
A0217,0439,457.39,2,2025-10-10T02:09:00Z,refunded
A0618,0826,,8,2025-09-08T12:21:00Z,Pending
A4179,0041,104.87,,,
A4188,0668,382.73,5,2025-05-11T08:34:00Z,Refunded
A2489,0978,481.18,2,2025-04-03T21:18:00Z,refunded
A4309,0497,238.07,7,2025-06-14T02:35:00Z,refund
A3869,0156,263.35,,2025-09-25T09:48:00Z,PAID
A4955,0073,216.71,2,2025-05-17T11:28:00Z,Paid
A0356,0667,226.34,8,2025-07-11T11:02:00Z,Pending
A3484,0784,437.51,1,2025-09-05T02:13:00Z,
A0355,0469,436.51,2,2025-03-09T08:48:00Z,refund
A2986,0295,491.46,,2025-07-30T01:45:00Z,refunded
A0229,0379,412.03,9,2025-05-06T21:07:00Z,Paid
A0280,0246,91.55,7,2025-06-12T02:22:00Z,Refunded
A4471,0303,167.9,9,2025-11-02T01:49:00Z,paid
A2031,0111,268.55,2,2025-02-08T03:45:00Z,refund
A1182,0119,427.17,8,2025-10-24T00:05:00Z,Paid
A3385,0406,25.59,,2025-04-11T10:03:00Z,refunded
A0228,0615,383.74,5,,refunded
A1017,0747,192.98,,,Refunded
A0448,0478,438.13,2,2025-03-25T17:53:00Z,PAID
A4314,0668,429.73,6,2025-04-30T23:34:00Z,Refunded
A3525,0055,173.12,8,2025-03-12T06:31:00Z,Refunded
A3376,0544,406.81,7,2025-12-17T01:03:00Z,refund
A2209,0469,344.36,,2025-03-06T09:51:00Z,PAID
A1259,0011,19.34,6,2025-07-25T03:32:00Z,Pending
A1977,0333,9.64,6,2025-05-10T11:55:00Z,refunded
A3888,0236,282.0,6,2025-12-14T05:23:00Z,Paid
A0786,0326,355.07,3,,Pending
A4925,0837,306.47,4,2025-07-18T12:31:00Z,Pending
A3273,0781,118.03,8,2025-11-18T06:03:00Z,PAID
A0690,0917,139.63,4,2025-07-14T17:59:00Z,Pending
A3806,0341,89.38,4,2025-04-16T22:51:00Z,refunded
A3908,0518,288.24,1,2025-05-22T12:03:00Z,Pending
A3916,0867,477.18,9,2025-08-29T02:39:00Z,refunded
A3404,0731,437.69,2,2025-02-04T08:56:00Z,paid
A4945,0377,436.95,6,2025-09-27T12:49:00Z,Paid
A2321,0108,,5,2025-09-19T22:02:00Z,Refunded
A1752,0027,94.94,6,2025-04-01T19:36:00Z,Paid
A1343,0399,461.65,,2025-07-12T00:49:00Z,paid
A3644,0250,270.55,7,2025-11-24T07:31:00Z,Refunded
A1494,0505,97.53,1,2025-10-24T06:51:00Z,refund
A1545,0046,316.48,3,2025-12-11T18:10:00Z,Refunded
A1246,0915,,,2025-08-28T00:54:00Z,refund
A4230,0128,,3,2025-03-20T01:15:00Z,Refunded
A0316,0173,464.73,6,2025-06-12T09:29:00Z,refunded
A4726,0234,105.56,8,2025-12-15T03:02:00Z,Paid
A0763,0904,269.81,8,2025-03-25T22:53:00Z,paid
A0126,0863,162.25,3,2025-01-12T02:25:00Z,PAID
A0260,0186,237.93,4,2025-06-12T09:27:00Z,refunded
A4159,0992,190.6,,2025-09-25T13:42:00Z,refunded
A2335,0942,384.67,7,2025-04-03T23:54:00Z,PAID
A2780,0509,165.79,5,2025-10-19T14:55:00Z,Paid
A2169,0329,205.67,3,2025-01-29T01:27:00Z,Refunded
A1212,0752,,,2025-01-26T10:09:00Z,Paid
A3995,0507,134.63,,2025-07-31T23:53:00Z,PAID
A2528,0136,375.04,3,2025-03-16T20:19:00Z,
A3400,0053,336.57,8,2025-05-26T17:11:00Z,paid
A1871,0287,163.65,4,2025-11-27T20:29:00Z,refund
A3408,0359,396.19,9,2025-12-01T10:55:00Z,Paid
A2739,0435,99.34,9,2025-12-04T21:40:00Z,Paid
A3871,0427,,5,2025-07-02T08:33:00Z,paid
A2674,0389,146.37,5,2025-07-29T08:07:00Z,Paid
A1527,0029,237.17,2,2025-09-28T17:31:00Z,refunded
A1281,0785,,4,2025-05-26T05:31:00Z,refunded
A2864,0862,61.57,3,2025-06-16T10:11:00Z,Paid
A0382,0526,331.91,9,2025-12-09T21:35:00Z,Paid
A3415,0176,367.81,6,2025-12-18T14:15:00Z,Refunded
A4901,0286,133.94,4,2025-07-28T05:34:00Z,
A4419,0797,70.13,2,2025-06-17T11:53:00Z,paid
A0552,0179,342.09,4,,Paid
A3541,0548,451.65,4,2025-10-26T19:09:00Z,Paid
A1675,0822,179.69,5,2025-09-19T18:20:00Z,refund
A2521,0458,221.84,2,2025-07-13T16:14:00Z,
A3153,0506,207.03,3,2025-12-02T10:22:00Z,Pending
A0944,0557,455.14,6,2025-08-22T07:34:00Z,paid
A2865,0070,60.93,7,,PAID
A3070,0305,382.19,2,2025-12-20T10:08:00Z,
A0478,0323,467.48,7,2025-12-18T02:55:00Z,
A2726,0909,431.22,6,2025-08-07T05:47:00Z,Refunded
A0459,0724,24.21,7,2025-08-17T05:43:00Z,Refunded
A4344,0161,449.34,3,2025-06-28T13:57:00Z,Refunded
A1199,0396,337.26,5,2025-04-06T05:40:00Z,Paid
A2111,0743,355.09,7,2025-08-05T22:16:00Z,Paid
A1811,0387,499.18,7,2025-09-27T20:33:00Z,Paid
A4317,0914,297.57,5,2025-08-01T05:21:00Z,Paid
A3382,0714,229.04,2,2025-08-20T03:18:00Z,Refunded
A2114,0030,456.35,7,2025-08-20T04:26:00Z,PAID
A2885,0682,283.66,1,2025-08-10T18:04:00Z,Paid
A0226,0157,,5,2025-09-30T02:11:00Z,Refunded
A1845,0178,485.69,5,2025-06-26T23:32:00Z,Pending
A2072,0746,92.86,3,2025-02-13T11:03:00Z,paid
A1760,0361,87.75,9,2025-11-12T02:49:00Z,
A3063,0839,269.25,2,2025-12-12T16:05:00Z,paid
A1658,0931,105.28,1,2025-08-28T10:41:00Z,PAID
A0323,0022,438.84,5,2025-06-16T23:28:00Z,Pending
A0502,0236,242.65,,,
A1943,0624,50.19,2,2025-12-12T09:46:00Z,Refunded
A1776,0744,425.49,7,,refund
A3148,0677,410.05,8,2025-12-01T15:39:00Z,PAID
A2595,0741,198.93,4,2025-05-13T23:42:00Z,PAID
A0858,0515,180.35,3,2025-07-03T04:01:00Z,Pending
A3215,0763,41.87,2,2025-04-13T12:33:00Z,Pending
A2131,0793,40.34,6,2025-01-31T13:11:00Z,refunded
A4088,0096,313.18,1,2025-03-04T15:41:00Z,refund
A1476,0680,32.08,,2025-12-13T05:57:00Z,PAID
A1366,0668,497.07,9,2025-09-28T23:56:00Z,Refunded
A2336,0807,23.13,5,2025-01-06T15:44:00Z,Pending
A0404,0293,141.85,9,2025-11-06T12:43:00Z,
A2151,0753,191.83,6,,Pending
A0804,0551,213.11,9,2025-05-30T15:59:00Z,Paid
A0945,0923,385.23,6,2025-01-11T09:03:00Z,Pending
A3486,0162,462.94,2,2025-01-17T18:06:00Z,Paid
A3355,0869,226.19,3,2025-01-20T15:41:00Z,
A0168,0052,314.93,,2025-06-14T04:19:00Z,refunded
A0174,0936,128.17,,2025-12-12T20:54:00Z,refunded
A4135,0571,210.82,,2025-09-17T20:14:00Z,Refunded
A0250,0812,489.65,8,2025-02-07T23:00:00Z,refunded
A2069,0088,299.11,2,2025-03-18T00:45:00Z,Paid
A0148,0976,,,2025-07-26T18:45:00Z,refunded
A1320,0826,107.17,9,2025-08-04T19:56:00Z,Refunded
A3347,0537,20.58,5,2025-02-14T12:17:00Z,refunded
A0714,0370,315.94,1,2025-04-15T15:45:00Z,PAID
A3441,0091,422.32,9,2025-06-22T04:26:00Z,Refunded
A4376,0338,162.01,3,2025-11-28T23:03:00Z,PAID
A1314,0521,293.1,3,2025-11-08T04:53:00Z,PAID
A4227,0327,335.34,6,2025-09-14T09:02:00Z,PAID
A3566,0525,108.4,9,2025-05-14T19:30:00Z,Paid
A2067,0611,,7,2025-01-01T08:26:00Z,Refunded
A1055,0076,96.68,8,2025-03-03T09:19:00Z,refund
A4020,0412,427.94,6,2025-10-04T06:59:00Z,refund
A3729,0254,278.06,4,,Refunded
A4730,0586,298.8,2,2025-11-27T04:34:00Z,PAID
A3865,0922,395.62,9,2025-09-28T03:53:00Z,paid
A3799,0844,305.82,4,2025-07-11T02:14:00Z,Refunded
A2288,0957,,4,2025-12-06T02:36:00Z,PAID
A0064,0247,418.24,7,,refunded
A3258,0825,144.67,7,2025-07-15T01:53:00Z,refunded
A4031,0488,111.44,1,2025-05-29T12:28:00Z,paid
A0672,0787,323.98,1,2025-08-24T06:25:00Z,Paid
A0736,0231,408.98,8,2025-01-24T08:29:00Z,PAID
A0183,0860,87.43,2,2025-06-22T23:03:00Z,
A1832,0574,437.43,,2025-12-03T12:32:00Z,PAID
A2322,0975,,6,2025-05-21T19:26:00Z,paid
A0101,0826,94.32,9,2025-02-06T21:20:00Z,refund
A3825,0756,86.11,6,2025-03-18T08:02:00Z,paid
A0488,0960,,,2025-11-12T14:08:00Z,Refunded
A0997,0382,208.61,8,2025-06-05T09:20:00Z,PAID
A4288,0635,53.75,7,2025-09-10T06:41:00Z,Paid
A1953,0576,66.56,6,,refund
A0038,0311,100.62,9,2025-04-10T19:30:00Z,Paid
A1495,0800,332.78,9,2025-09-13T18:06:00Z,paid
A3983,0999,253.28,1,2025-04-16T15:45:00Z,refund
A1890,0539,282.21,,2025-07-05T15:53:00Z,Paid
A3649,0682,387.11,5,2025-11-02T22:24:00Z,Refunded
A1323,0660,433.1,,2025-03-25T06:35:00Z,refund
A1532,0811,,3,2025-04-28T22:01:00Z,paid
A0220,0677,97.51,4,2025-01-26T09:42:00Z,
A1639,0280,116.03,9,2025-01-17T19:54:00Z,Pending
A2888,0337,130.61,3,2025-07-25T05:19:00Z,refund
A2655,0934,232.04,,2025-02-03T20:16:00Z,paid
A3463,0971,77.79,2,2025-06-05T15:23:00Z,paid
A1729,0723,353.45,4,2025-11-29T19:50:00Z,Paid
A2647,0952,113.87,1,2025-08-02T00:19:00Z,Refunded
A4953,0881,,1,2025-08-14T06:11:00Z,Pending
A4711,0678,457.83,9,2025-06-05T04:42:00Z,PAID
A4169,0831,322.03,7,2025-03-19T01:27:00Z,refunded
A1315,0794,347.0,1,2025-01-11T18:58:00Z,Refunded
A3772,0887,425.08,6,2025-01-13T14:23:00Z,paid
A1240,0793,282.97,4,2025-01-28T12:15:00Z,Paid
A3000,0064,196.35,7,2025-11-26T23:30:00Z,refund
A0082,0417,499.96,3,2025-07-23T16:23:00Z,refunded
A4058,0372,130.48,7,2025-07-11T17:12:00Z,Refunded
A0626,0159,375.79,5,2025-09-22T13:37:00Z,Pending
A4085,0879,89.45,1,2025-07-10T03:56:00Z,refunded
A0074,0106,82.73,,2025-08-29T16:08:00Z,refunded
A3028,0731,104.4,2,,Pending
A3356,0317,281.12,9,2025-08-20T07:55:00Z,refunded
A4794,0715,85.92,2,2025-12-16T02:16:00Z,Pending
A3989,0775,214.95,4,2025-09-28T13:15:00Z,PAID
A1344,0839,339.29,4,,refunded
A4322,0959,132.23,9,,refund
A0061,0712,407.2,6,2025-06-15T04:06:00Z,paid
A4841,0473,482.61,3,,refunded
A3947,0446,283.69,2,2025-11-04T14:43:00Z,refund
A1963,0067,105.56,6,2025-07-27T20:05:00Z,refunded
A4860,0163,108.5,5,2025-11-05T22:46:00Z,Paid
A0169,0984,306.59,1,2025-09-08T11:08:00Z,Refunded
A3105,0516,34.49,8,2025-04-09T19:56:00Z,Paid
A3439,0267,76.18,8,2025-01-24T17:12:00Z,refunded
A4744,0229,,9,2025-11-22T15:37:00Z,paid
A2498,0424,497.59,1,2025-06-28T02:01:00Z,Refunded
A0792,0887,288.59,1,2025-07-15T16:56:00Z,
A4374,0758,444.65,1,,refund
A0063,0974,23.46,2,2025-03-05T23:40:00Z,PAID
A0292,0233,456.29,8,2025-04-28T00:21:00Z,Paid
A4944,0410,334.4,1,2025-05-30T14:21:00Z,refund
A1305,0609,331.54,2,2025-07-03T17:23:00Z,PAID
A4174,0552,367.88,6,2025-07-24T20:45:00Z,refund
A0896,0695,119.93,3,2025-10-06T02:12:00Z,
A0073,0913,,7,2025-08-27T04:02:00Z,refunded
A2517,0980,472.8,7,2025-03-16T09:46:00Z,Refunded
A0050,0980,353.36,6,2025-08-14T08:06:00Z,
A2569,0875,122.68,4,2025-05-19T17:30:00Z,paid
A3134,0918,448.44,1,2025-04-15T13:08:00Z,refund
A0946,0376,333.93,5,2025-03-19T14:18:00Z,Paid
A0403,0043,55.64,9,2025-03-28T13:40:00Z,refund
A1223,0922,377.39,,2025-06-14T13:06:00Z,PAID
A2607,0296,98.51,7,2025-05-09T15:58:00Z,Paid
A0464,0581,51.95,4,,Pending
A3597,0046,143.98,7,,
A2804,0228,,3,2025-10-13T06:07:00Z,
A0104,0974,423.17,,2025-03-06T22:26:00Z,refunded
A4338,0467,143.59,9,2025-08-02T06:26:00Z,Refunded
A4430,0460,332.3,4,2025-01-07T08:51:00Z,refund
A0045,0622,9.57,1,2025-08-20T20:18:00Z,refunded
A2604,0590,211.05,7,2025-11-27T07:32:00Z,refunded
A0694,0297,171.37,1,2025-01-01T14:41:00Z,Refunded
A0220,0677,97.51,4,2025-01-26T14:42:00Z,refunded
A0699,0003,50.57,2,2025-05-20T19:16:00Z,PAID
A2713,0885,,1,2025-01-20T15:51:00Z,refund
A3554,0126,,7,2025-08-13T14:45:00Z,Paid
A0659,0379,53.04,6,2025-12-19T00:47:00Z,Refunded
A2235,0078,118.23,8,,Pending
A0429,0105,208.92,7,2025-11-24T19:10:00Z,Pending
A0031,0292,69.16,5,2025-01-21T10:52:00Z,refunded
A1391,0522,375.58,3,2025-10-19T08:42:00Z,Pending
A2347,0540,366.21,8,2025-09-16T00:41:00Z,refund
A1178,0418,,4,2025-05-19T04:59:00Z,refund
A0400,0068,22.0,2,,
A4756,0120,187.86,3,2025-07-08T02:29:00Z,refund
A3194,0205,8.77,6,2025-05-01T23:57:00Z,refunded
A3899,0769,206.71,3,2025-08-19T03:48:00Z,refunded
A4228,0272,,3,2025-03-04T17:49:00Z,Refunded
A3682,0103,259.27,8,,refunded
A0055,0883,384.34,7,2025-04-25T04:27:00Z,refunded
A0090,0823,445.59,6,2025-02-05T03:34:00Z,refund
A4037,0259,314.69,7,2025-01-31T16:06:00Z,Refunded
A0529,0752,182.39,3,2025-10-07T22:06:00Z,
A3206,0030,433.26,8,2025-11-01T17:24:00Z,Paid
A2707,0773,156.14,4,2025-07-11T14:45:00Z,Refunded
A4742,0776,341.02,4,2025-12-16T09:25:00Z,refund
A1216,0901,483.15,4,2025-09-18T16:28:00Z,refund
A4993,0110,,3,2025-09-05T10:16:00Z,refund
A2871,0782,139.88,5,2025-01-02T18:29:00Z,Pending
A2565,0361,215.85,2,2025-07-07T16:47:00Z,
A3362,0381,110.8,9,2025-05-10T14:20:00Z,PAID
A3573,0526,378.82,8,2025-12-14T11:41:00Z,
A2289,0997,85.16,1,2025-06-04T22:43:00Z,Pending
A4777,0030,102.59,2,2025-11-16T13:18:00Z,Refunded
A0163,0796,212.99,,2025-01-08T02:03:00Z,refunded
A0533,0667,472.43,1,2025-08-25T19:03:00Z,PAID
A2766,0356,209.96,8,2025-07-31T21:16:00Z,paid
A2805,0144,193.12,8,2025-11-08T17:33:00Z,PAID
A4386,0189,275.51,4,2025-08-07T21:27:00Z,Pending
A3744,0360,38.16,2,2025-10-27T02:01:00Z,refunded
A4734,0328,,5,2025-04-12T11:39:00Z,Paid
